,,,,,,,Flood Characteristics,,,,Impact Category,,,Area,,,,,,,,,,
1562,C90,1995,August,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1563,C91,1995,September,0,Merseyside,Localised urban flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,1,,,0,0,
1564,C92,1995,September,0,Southampton,Localised urban flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1565,C93,1995,September,0,North-Eastern Scotland,Significant floodplain inundation,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1566,C94,1995,October,0,Scotland,Minor flooding affected parts,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1567,C95,1995,November,0,Southampton,Localised flooding,Thunderstorms,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1568,C96,1995,December,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1569,C97,1996,January,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1570,C98,1996,February,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1571,C99,1996,March,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1572,C100,1996,April,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1573,C101,1996,May,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1574,C102,1996,June,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1575,C103,1996,July,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1576,C104,1996,August,0,Folkestone (Kent),Severe Localised flooding,Thunderstorm,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1577,C105,1996,August,0,[Unspecified],Significant but very Localised flooding,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,,0,0,1
1578,C106,1996,September,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1579,C107,1996,October,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1580,C108,1996,November,0,South-Western England,Minor flooding reported,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1581,C109,1996,December,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1582,C110,1997,January,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1583,C111,1997,February,0,Lake District,0,Rainfall,T,1,CEH,1,,,1,0,,0,0,1,,,0,0,
1584,C112,1997,March,0,Tay (Scotland),Significant flooding,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1585,C113,1997,April,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1586,C114,1997,May,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1587,C115,1997,June,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1588,C116,1997,July,0,North-Eastern Scotland,Notable flood extensive from Inverness to Macduff with >1200 people evacuated and disruption to industry & agriculture & transport Severe,Rainfall,T,1,CEH,,,1,,0,,0,0,0,,1,0,0,
1589,C117,1997,July,0,South Scotland,Several episodes of very Localised flooding,Thunderstorms,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1590,C118,1997,August,0,Tone (Somerset) & central Scotland,Localised flooding,Thunderstorms,T,1,CEH,1,,,1,0,,0,0,0,,1,0,1,
1591,C119,1997,August,0,Sheffield & London,0,Thunderstorms,T,1,CEH,1,,,1,0,,0,1,0,,,1,0,
1592,C120,1997,September,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1593,C121,1997,October,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1594,C122,1997,November,0,St Austell (Cornwall),Very Severe Localised flooding,Remarkable downpour,T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1595,C123,1997,December,0,Southern & Western Britain,Significant tidal flooding,Gales,C,1,CEH,1,,,1,0,1,0,0,1,1,,1,1,
1596,C124,1997,December,0,[Unspecified],Mostly minor floodplain inundations common,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,,0,0,1
1597,C125,1998,January,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1598,C126,1998,February,0,Western Scotland,Floodplain inundations common,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1599,C127,1998,March,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1600,C128,1998,April,0,Midlands,Exceptionally Severe - most damaging UK flood since 1968,Rainfall,T,1,CEH,,1,,1,0,,1,0,0,,,0,0,
1601,C129,1998,May,0,Guildford & others,A number of minor flood events,Thunderstorms,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1602,C130,1998,June,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1603,C131,1998,July,0,Dundee & others in Scotland,Localised flooding & minor floodplain inundations widespread,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1604,C132,1998,August,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1605,C133,1998,September,0,Harpenden (Hertfordshire),Some flooding reported,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1606,C134,1998,October,0,South Wales & Severn basin,Serious,Rainfall,T,1,CEH,,1,,1,0,1,1,0,0,,,0,0,
1607,C135,1998,October,0,South-Western England & Thame (Buckinghamshire),0,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,1,
1608,C136,1998,November,0,Tweed basin & others,Flooding in a number of responsive catchments,Rainfall,T,1,CEH,1,,,1,0,,0,0,1,,1,0,0,
1609,C137,1998,December,0,South-Western England,Significant Localised flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1610,C138,1999,January,0,Selsey (West Sussex),Tidal flooding,Gales,C,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1611,C139,1999,January,0,Northern Britain esp. Cumbria,Significant fluvial flooding,Rainfall,T,1,CEH,1,,,1,0,,0,1,1,,1,0,0,
1612,C140,1999,January,0,Britain,Floodplain inundations over an exceptionally wide area [Widespread],Storms,T,1,CEH,1,,,1,0,1,0,0,0,,1,0,0,
1613,C141,1999,January,0,South-Western England,0,River flow (Rainfall),T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1614,C142,1999,February,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1615,C143,1999,March,0,North York moors,Severe flooding,Rainfall,T,1,CEH,1,,,1,0,,0,1,0,,,0,0,
1616,C144,1999,April,0,South-Western England,Localised flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1617,C145,1999,May,0,Britain,Flash flooding on a number of occasions,Very Localised storms,T,1,CEH,1,,,1,0,1,0,0,0,,1,0,0,
1618,C146,1999,May,0,Bristol & others,Localised flooding,Thunderstorms,T,1,CEH,1,,,1,0,,1,0,0,,,0,0,
1619,C147,1999,June,0,East Anglia,Localised flooding,Local storms,T,1,CEH,1,,,1,1,,0,0,0,,,0,0,
1620,C148,1999,June,0,London,Underground stations closed and flood warnings in place,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1621,C149,1999,July,0,Nottingham & Andover & Farnham & others,Severe but short-lived & very Localised urban flood events common,River flows (Rainfall),T,1,CEH,1,,,1,0,,1,0,0,,,1,0,
1622,C150,1999,August,0,South Buckinghamshire & south coast England & west Midlands,Significant local flooding with flash flooding in the west Midlands,Thunderstorms,T,1,CEH,1,,,1,0,,1,0,0,,,1,1,
1623,C151,1999,September,0,Western & Northern catchments incl. NI & north Wales,Localised flooding,River flow (Rainfall),T,1,CEH,1,,,1,0,1,1,1,1,1,1,0,1,
1624,C152,1999,October,0,Midlands,Floodplain inundations common but modest in extent,Rainfall,T,1,CEH,1,,,1,0,,1,0,0,,,0,0,
1625,C153,1999,October,0,Southern England,Localised flooding,Spring tides,C,1,CEH,1,,,1,0,,0,0,0,,,1,1,
1626,C154,1999,November,0,Northern Britain & NI,0,Rainfall,T,1,CEH,1,,,1,0,0,0,1,1,1,1,0,0,
1627,C155,1999,November,0,Cumbria,Significant flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,1,,,0,0,
1628,C156,1999,December,0,Western Scotland & Northern Ireland,Damaging,Rainfall & Snowmelt,T,1,CEH,1,,,,0,,0,0,0,1,1,0,0,
1629,C157,1999,December,0,South-Western England,Severely affected,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,0,1,
1630,C158,2000,January,0,Scotland,Further floodplain inundation,Rainfall & Snowmelt,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1631,C159,2000,January,0,Northern England & Northern Wales,Significant,Rainfall,T,1,CEH,1,,,1,0,1,0,1,1,,,0,0,
1632,C160,2000,February,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1633,C161,2000,March,0,0,0,0,,,CEH,,,,,0,,0,0,0,,,0,0,
1634,C162,2000,April,0,Eastern Scotland,Severe flooding,Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1635,C163,2000,May,0,Bracknel (Berkshire),Significant flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,0,
1636,C164,2000,May,0,South coast England,Severe but very Localised flooding,Rainfall,T,1,CEH,1,,,1,0,,0,0,0,,,1,1,
1637,C165,2000,June,0,Pennines esp. Bishop Auckland (County Durham) & Todmorden (West Yorkshire),Significant flooding,Sustained heavy Rainfall,T,1,CEH,1,,,1,0,,0,1,0,,,0,0,
1638,C166,2000,July,0,Pennines & Cumbria,Local flooding,Intense Rainfall,T,1,CEH,1,,,1,0,,0,1,1,,,0,0,
1639,C167,2000,August,0,North Wales & Hull,Local flooding,Thunderstorms & hail melt,T,1,CEH,1,,,1,0,1,0,1,0,,,0,0,
1640,C168,2000,August,0,Borders (Scotland),Widespread,Intense Rainfall,T,1,CEH,1,,,,0,,0,0,0,,1,0,0,
1641,C169,2000,September,0,Bitain esp. Hampshire,Wide distribution of rivers affected with Severe impacts locally esp. in Hampshire,Rainfall,T,1,CEH,1,,,1,0,1,0,0,0,,1,1,0,
1642,C170,2000,October,0,South-Western England & Northern Ireland & Dumfries and Galloway (Scotland),0,Rainfall & high tides & wind surges,T/C,1,CEH,1,,,1,0,,0,0,0,1,1,0,1,
1643,C171,2000,October,0,UK,Extensive with the highest ever river levels reached in many places - most Severe (widespread) flooding since March 1947,Rainfall,T,1,CEH,,1,,1,0,1,0,0,0,1,1,0,0,
1644,C172,2000,November,0,UK,Extension of October flooding - notable for spatial extent and duration,Rainfall,T,1,CEH,,1,,1,0,1,0,0,0,1,1,0,0,
1645,C173,2000,December,0,Britain esp. Southern England,Further phase of extensive flooding particularly Severe in Somerset and Hampshire,Rainfall,T,1,CEH,1,,,1,0,1,0,0,0,,1,1,1,
1646,M1473,2001,January,0,,,,,,MET,,,,,,,,,,,,,,
1647,M1474,2001,February,0,,,,,,MET,,,,,,,,,,,,,,
1648,M1475,2001,March,0,,,,,,MET,,,,,,,,,,,,,,
1649,M1476,2001,April,0,,,,,,MET,,,,,,,,,,,,,,
1650,M1477,2001,May,0,,,,,,MET,,,,,,,,,,,,,,
1651,M1478,2001,June,0,,,,,,MET,,,,,,,,,,,,,,
1652,M1479,2001,July,18,Keyworth (Nottinghamshire),Considerable Localised flooding,Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1653,M1480,2001,August,0,,,,,,MET,,,,,,,,,,,,,,
1654,M1481,2001,September,0,,,,,,MET,,,,,,,,,,,,,,
1655,M1482,2001,October,21,Cambridgeshire,Severe Localised flooding,Rainfall,T,1,MET,,1,,1,1,,,,,,,,,
1656,M1483,2001,November,0,,,,,,MET,,,,,,,,,,,,,,
1657,M1484,2001,December,0,,,,,,MET,,,,,,,,,,,,,,
1658,M1485,2002,January,25,[Unspecified] Many areas,Localised flooding,Copious Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1659,M1486,2002,February,10,Capel Curig (Wales),Localised flooding,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1660,M1487,2002,March,0,,,,,,MET,,,,,,,,,,,,,,
1661,M1488,2002,April,0,,,,,,MET,,,,,,,,,,,,,,
1662,M1489,2002,May,0,,,,,,MET,,,,,,,,,,,,,,
1663,M1490,2002,June,22,Belfast (NI),Flooding problems,Thunderstorms,T,1,MET,1,,,,,,,,,1,,,,
1664,M1491,2002,July,30,Midlands & Northern England & East Anglia & South-Eastern England,Localised flooding in places,Heavy Thunderstorms,T,1,MET,1,,,1,1,,1,1,1,,,1,,
1665,M1492,2002,July,30,Scotland,Many reports of flooding [widespread],Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1666,M1493,2002,July,12,Northern Ireland,Flooding problems in some areas,Thunderstorms,T,1,MET,1,,,,,,,,,1,,,,
1667,M1494,2002,August,3,Central & South-Eastern England & East Anglia,Localised flooding in some places,Storms,T,1,MET,1,,,1,1,,1,,,,,1,,
1668,M1495,2002,August,7,South-Eastern England & Midlands,Localised flooding,Storms,T,1,MET,1,,,1,,,1,,,,,1,,
1669,M1496,2002,August,10,Southend (Essex),Localised flooding,Thundery Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1670,M1498,2002,September,8,Inverness (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1671,M1497,2002,September,9,North-Western Midlands & Swanage area (Dorset),,Torrential Rainfall,T,1,MET,1,,,1,,,1,,,,,,1,
1672,M1499,2002,October,13,South-Western England & Southern Wales,Serious,Rainfall,T,1,MET,,,1,1,,1,,,,,,,1,
1673,M1500,2002,October,20,Northern England & Northern Ireland,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,1,1,1,,,,
1674,M1504,2002,November,13,Northern Ireland,Localised flooding in some areas,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1675,M1503,2002,November,14,Elgin (Scotland),Severe,Thundery Rainfall,T,1,MET,,1,,,,,,,,,1,,,
1676,M1505,2002,November,19,Northern Ireland,Localised flooding in some areas,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1677,M1501,2002,November,23,South-Western England,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1678,M1502,2002,November,27,Cornwall,Widespread with main roads closed,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1679,M1506,2002,December,20,England & Wales,Localised flooding,Rainfall,T,1,MET,1,,,1,,,,,,,,,,
1680,M1507,2002,December,24,England & Wales,Flooding a problem,Rainfall,T,1,MET,1,,,1,,,,,,,,,,
1681,M1508,2002,December,29,England & Wales,Flooding problems accentuated,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,,
1682,M1509,2003,January,3,Chertsey/Weybridge area (Surrey),Localised flooding,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1683,M1510,2003,February,0,,,,,,MET,,,,,,,,,,,,,,
1684,M1511,2003,March,0,,,,,,MET,,,,,,,,,,,,,,
1685,M1512,2003,April,0,,,,,,MET,,,,,,,,,,,,,,
1686,M1513,2003,May,0,,,,,,MET,,,,,,,,,,,,,,
1687,M1514,2003,June,2,Eastern & South-Eastern England,Flash flooding in places,Widespread storms,T,1,MET,1,,,1,1,,,1,,,,1,,
1688,M1515,2003,June,17,North-Eastern England,Railway networks disrupted,Torrential Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1689,M1516,2003,July,17,County Down (NI),Widespread,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1690,M1517,2003,August,0,,,,,,MET,,,,,,,,,,,,,,
1691,M1518,2003,September,0,,,,,,MET,,,,,,,,,,,,,,
1692,M1519,2003,October,0,,,,,,MET,,,,,,,,,,,,,,
1693,M1520,2003,November,21,South-Eastern England,Localised flooding,Copious Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1694,M1521,2003,December,0,,,,,,MET,,,,,,,,,,,,,,
1695,M1522,2004,January,0,,,,,,MET,,,,,,,,,,,,,,
1696,M1523,2004,February,1,Northern Wales & Cumbria,Severe Localised flooding with some villages cut off,Heavy Rainfall & Snowmelt in Wales,T,1,MET,,1,,1,,1,,,1,,,,,
1697,M1524,2004,March,0,,,,,,MET,,,,,,,,,,,,,,
1698,M1525,2004,April,17,Midlands,Localised flooding,Copious Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1699,M1526,2004,April,26,Southern England & Sheffield & Worcestershire & South-Eastern England & East Anglia & London,Numerous reports of Localised flooding,Thundery Rainfall,T,1,MET,1,,,1,1,,1,1,,,,1,1,
1700,M1527,2004,May,0,,,,,,MET,,,,,,,,,,,,,,
1701,M1528,2004,June,0,,,,,,MET,,,,,,,,,,,,,,
1702,M1529,2004,July,0,,,,,,MET,,,,,,,,,,,,,,
1703,M1530,2004,August,16,Boscastle (Cornwall),Severe flooding & devastation,Torrential Rainfall,T,1,MET,,1,,1,,,,,,,,,1,
1704,M1531,2004,August,17,Londonderry (NI),City centre badly flooded,Heavy Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1705,M1532,2004,August,24,County Down & Antrim (NI),Parts flooded,Torrential Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1706,M1533,2004,September,0,,,,,,MET,,,,,,,,,,,,,,
1707,M1534,2004,October,27,Cornwall & Devon & Dorset,Flooding to many coastal areas [widespread],Heavy Rainfall & gales & spring Tides,T/C,1,MET,1,,,1,,,,,,,,,1,
1708,M1535,2004,October,27,County Down & Antrim (NI),Localised flooding,High Tides & gales,C,1,MET,1,,,,,,,,,1,,,,
1709,M1536,2004,November,0,,,,,,MET,,,,,,,,,,,,,,
1710,M1537,2004,December,0,,,,,,MET,,,,,,,,,,,,,,
1711,M1538,2005,January,8,Carlisle (Cumbria),,Prolonged wet spell,T,1,MET,1,,,1,,,,,1,,,,,
1712,M1539,2005,January,7,Northern Ireland,Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1713,M1540,2005,February,0,,,,,,MET,,,,,,,,,,,,,,
1714,M1541,2005,March,0,,,,,,MET,,,,,,,,,,,,,,
1715,M1542,2005,April,17,County Down (NI),Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1716,M1543,2005,May,0,,,,,,MET,,,,,,,,,,,,,,
1717,M1544,2005,June,19,Yorkshire,Flash flooding in places,Torrential Rainfall with hail,T,1,MET,1,,,1,,,,1,,,,,,
1718,M1545,2005,June,24,Glastonbury (Somerset),,Thundery Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1719,M1546,2005,June,29,Padstow (Cornwall),,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1720,M1547,2005,July,0,,,,,,MET,,,,,,,,,,,,,,
1721,M1548,2005,August,0,,,,,,MET,,,,,,,,,,,,,,
1722,M1549,2005,September,0,,,,,,MET,,,,,,,,,,,,,,
1723,M1550,2005,October,23,Northern Ireland,Many areas reported flooding,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1724,M1551,2005,October,31,County Down (NI),Further flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1725,M1552,2005,November,0,,,,,,MET,,,,,,,,,,,,,,
1726,M1553,2005,December,1,Belfast (NI),Parts flooded,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1727,M1554,2006,January,0,,,,,,MET,,,,,,,,,,,,,,
1728,M1555,2006,February,0,,,,,,MET,,,,,,,,,,,,,,
1729,M1556,2006,March,11,Northern Ireland,,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1730,M1557,2006,April,0,,,,,,MET,,,,,,,,,,,,,,
1731,M1558,2006,May,0,,,,,,MET,,,,,,,,,,,,,,
1732,M1559,2006,June,26,Penzance (Cornwall),Localised flooding,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1733,M1560,2006,July,4,Luton (Befordshire),Localised flooding,Thundery Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1734,M1561,2006,July,27,Milton Keynes,,Thunderstorms,T,1,MET,1,,,1,1,,,,,,,,,
1735,M1562,2006,August,7,Eastbourne (Eastern Sussex),Flash flooding,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1736,M1563,2006,August,13,Aldershot to Farnham to Bagshot,Localised flooding,Torrential Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1737,M1564,2006,September,22,Great Yarmouth (Norfolk) & Lowesoft (Suffolk),,Heavy Rainfall & Thunderstorms,T,1,MET,1,,,1,1,,,,,,,,,
1738,M1565,2006,October,11,Southern Wales & South-Western England,Localised flooding,Heavy Thunderstorms,T,1,MET,1,,,1,,1,,,,,,,1,
1739,M1566,2006,October,25,Kirkwall (Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1740,M1567,2006,October,25,Northern Ireland,Localised flooding in some areas,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1741,M1568,2006,November,0,,,,,,MET,,,,,,,,,,,,,,
1742,M1569,2006,December,13,Western Scotland & Central Highlands,Widespread with 16 Severe flood warnings,Exceptionally wet day,T,1,MET,1,,,,,,,,,,1,,,
1743,M1570,2007,January,0,,,,,,MET,,,,,,,,,,,,,,
1744,M1571,2007,February,0,,,,,,MET,,,,,,,,,,,,,,
1745,M1572,2007,March,0,,,,,,MET,,,,,,,,,,,,,,
1746,M1573,2007,April,0,,,,,,MET,,,,,,,,,,,,,,
1747,M1574,2007,May,0,,,,,,MET,,,,,,,,,,,,,,
1748,M1575,2007,June,21,Boscastle (Cornwall),,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1749,M1576,2007,June,25,Lincolnshire & Yorkshire & Midlands,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,1,1,1,,,,,
1750,M1577,2007,June,12,Belfast & County Armagh (NI),,Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1751,M1578,2007,July,1,England & Wales,Localised flooding in some areas,Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1752,M1579,2007,July,2,North Antrim (Northern Ireland),,Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1753,M1580,2007,July,16,England,Further flooding,Rainfall,T,1,MET,1,,,1,1,,1,1,1,,,1,1,
1754,M1581,2007,July,18,Scotland,Localised Flooding,Thunderstorms,T,1,MET,1,,,,,,,,,,1,,,
1755,M1582,2007,July,20,London & Berkshire & Central-Southern England & Southern + Western Midlands,Newsworthy with Serious flooding in Severn & upper Thames Valleys,Extremely Heavy Rainfall,T,1,MET,,,1,1,,,1,,,,,1,,
1756,M1583,2007,July,17,Scotland,Localised flooding,Thunderstorms,T,1,MET,1,,,,,,,,,,1,,,
1757,M1584,2007,August,12,Elgin (Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1758,M1585,2007,September,0,,,,,,MET,,,,,,,,,,,,,,
1759,M1586,2007,October,0,,,,,,MET,,,,,,,,,,,,,,
1760,M1587,2007,November,22,Aberdeenshire & Moray & Speyside (Scotland),Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1761,M1588,2007,December,8,County Down (NI),Localised flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1762,M1589,2008,January,21,Northern England & Wales,Localised flooding,Rainfall,T,1,MET,1,,,1,,1,,1,1,,,,,
1763,M1590,2008,February,0,,,,,,MET,,,,,,,,,,,,,,
1764,M1591,2008,March,0,,,,,,MET,,,,,,,,,,,,,,
1765,M1592,2008,April,0,,,,,,MET,,,,,,,,,,,,,,
1766,M1593,2008,May,0,,,,,,MET,,,,,,,,,,,,,,
1767,M1594,2008,June,0,,,,,,MET,,,,,,,,,,,,,,
1768,M1595,2008,July,0,,,,,,MET,,,,,,,,,,,,,,
1769,M1596,2008,August,1,Kilbirnie (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1770,M1597,2008,August,6,Edinburgh (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1771,M1598,2008,August,9,Fife (Scotland),,Heavy Thundery Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1772,M1599,2008,August,12,Fife(Scotland)&  County Down & County Amagh (Northern Ireland),,Rainfall,T,1,MET,1,,,,,,,,,1,1,,,
1773,M1600,2008,August,13,Central Lowlands & Southern Scotland & Northern Ireland,Flooding in parts,Torrential Thunderstorms,T,1,MET,1,,,1,1,,1,,,1,1,,,
1774,M1602,2008,August,16,Northern Ireland,Widespread flooding,Prolonged & Heav Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1775,M1601,2008,August,19,Lanarkshire & West Lothian (Scotland),,Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1776,M1605,2008,September,2,Belfast (NI),Localised flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1777,M1603,2008,September,3,South-Western England,Flooding in parts,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1778,M1606,2008,September,5,South-Western England & Wales & Northern Ireland,Localised flooding,Heavy Rainfall,C,1,MET,1,,,1,,1,,,,1,,,1,
1779,M1604,2008,September,6,South-Eastern Scotland & North-Eastern England,Some Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,1,,,
1780,M1607,2008,October,29,Ottery St. Mary (Devon),Major flooding problems,Torrential hail & Thunderstorm,T,1,MET,1,,,1,,,,,,,,,1,
1781,M1608,2008,October,10,Dumfries & Galloway (Scotland),Widespread,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1782,M1609,2008,November,0,,,,,,MET,,,,,,,,,,,,,,
1783,M1610,2008,December,13,Devon & Somerset & Wiltshire & Western Midlands,Flooding in parts of,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,,1,
1784,M1611,2008,December,19,North-Western England & Western Scotland,Localised flooding,Heavy Rainfall & gale,T,1,MET,1,,,1,,,,1,,,1,,,
1785,M1612,2009,January,22,England & Wales,Localised flooding in some areas,Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1786,M1613,2009,February,10,England,Flooding in places,Rainfall & Snowmelt,T,1,MET,1,,,1,1,,1,1,1,,,1,1,
1787,M1614,2009,March,0,,,,,,MET,,,,,,,,,,,,,,
1788,M1615,2009,April,25,Cornwall,Localised flooding,Heavy Rainfall & gales,T,1,MET,1,,,1,,,,,,,,,1,
1789,M1616,2009,May,17,Southampton,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1790,M1617,2009,May,19,Doncaster & Northern Ireland,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1791,M1618,2009,June,6,Southern England,Localised flooding,Torrential Rainfall,T,1,MET,1,,,1,,,,,,,0,1,1,
1792,M1619,2009,June,15,Dunbartonshire (Scotland),,Thundery Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1793,M1620,2009,June,15,Belfast (NI),,Thundery Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1794,M1621,2009,July,1,Durham,,Thunderstorms,T,1,MET,1,,,1,,,,1,,,,,,
1795,M1622,2009,July,3,Glasgow,,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1796,M1623,2009,July,6,"Parts of Fife, Perthshire and Aberdeenshire",Localised Flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,,,,,
1797,M1624,2009,July,16,Western Isles & Inverness (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1798,M1625,2009,August,0,,,,,,MET,,,,,,,,,,,,,,
1799,M1626,2009,September,2,Moray & Aberdeenshire & the Borders (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1800,M1627,2009,October,20,Chivenor (Devon),Localised flooding in places,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1801,M1628,2009,October,20,Southern Wales,Localised flooding in places,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
