policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,ncap_rating,is_parking_sensors,target
87,29,38,19,6112,1,1,9,2,1,0
95,37,41,4,5410,3,4,5,3,1,0
63,16,62,11,27003,1,0,0,0,1,0
66,63,23,17,34738,3,4,5,3,1,0
47,29,23,11,27003,1,0,0,0,1,0
48,12,36,17,34738,1,0,0,0,1,0
13,58,36,15,4076,4,3,2,5,1,0
58,8,34,17,34738,1,1,9,2,1,0
7,8,43,4,5410,1,2,7,2,1,1
42,0,45,4,5410,3,4,5,3,1,0
68,4,37,1,73430,1,0,0,0,1,0
10,12,40,15,4076,1,0,0,0,1,0
54,0,23,15,4076,1,0,0,0,1,0
47,33,46,11,27003,3,4,5,3,1,0
89,29,52,11,27003,1,5,1,0,1,0
76,46,37,20,8794,1,0,0,0,1,0
43,50,29,17,34738,3,4,5,3,1,0
102,71,30,11,27003,1,1,9,2,1,0
14,37,63,17,34738,1,0,0,0,1,0
4,8,30,19,6112,1,0,0,0,1,0
1,8,43,2,6108,1,0,0,0,1,0
1,8,50,15,4076,1,0,0,0,1,0
104,33,40,20,8794,1,2,7,2,1,0
22,4,45,17,34738,1,0,0,0,1,0
17,29,26,18,13051,1,2,7,2,1,0
18,0,34,15,4076,1,0,0,0,1,0
1,71,36,17,34738,1,2,7,2,1,0
48,33,29,20,8794,1,1,9,2,1,0
18,33,26,20,8794,1,5,1,0,1,0
32,63,28,20,8794,3,4,5,3,1,0
84,58,34,8,65567,4,2,6,5,1,0
18,25,36,15,4076,5,3,10,4,1,0
69,8,49,20,8794,1,2,7,2,1,0
5,58,26,15,4076,1,2,7,2,1,0
89,33,42,11,27003,3,4,5,3,1,0
96,37,34,1,73430,2,0,4,2,0,0
62,4,26,17,34738,1,0,0,0,1,0
103,46,43,5,7788,1,2,7,2,1,0
7,25,30,0,4990,1,2,8,0,1,0
45,4,43,0,4990,1,0,0,0,1,0
100,12,58,5,7788,1,1,9,2,1,1
83,25,32,4,5410,3,4,5,3,1,0
20,4,45,1,73430,1,1,9,2,1,0
86,12,32,11,27003,3,4,5,3,1,0
7,79,27,6,290,3,4,5,3,1,0
84,12,26,20,8794,1,2,7,2,1,0
85,25,43,5,7788,1,2,7,2,1,0
2,33,43,20,8794,1,2,7,2,1,0
88,42,25,20,8794,4,2,6,5,1,0
45,25,31,20,8794,1,2,7,2,1,0
7,37,31,17,34738,1,2,7,2,1,0
94,29,41,20,8794,3,4,5,3,1,1
88,16,35,20,8794,3,4,5,3,1,0
100,63,26,3,34791,4,2,6,5,1,0
7,33,34,11,27003,1,0,0,0,1,0
25,37,44,20,8794,1,2,7,2,1,1
86,12,41,3,34791,1,3,3,2,1,0
38,33,52,21,17804,2,0,4,2,0,0
8,0,23,7,16206,3,4,5,3,1,0
62,42,42,20,8794,3,4,5,3,1,0
98,21,26,20,8794,3,4,5,3,1,0
94,29,38,17,34738,2,0,4,2,0,1
13,71,27,4,5410,1,2,7,2,1,0
97,16,54,20,8794,3,4,5,3,1,0
84,42,31,5,7788,1,2,7,2,1,0
25,8,26,0,4990,1,0,0,0,1,0
79,21,27,20,8794,5,3,10,4,1,0
7,37,31,20,8794,1,2,8,0,1,0
89,46,30,3,34791,1,1,9,2,1,0
69,4,23,19,6112,1,0,0,0,1,0
54,58,36,20,8794,1,2,7,2,1,0
5,33,39,17,34738,2,0,4,2,0,0
77,33,25,21,17804,1,1,9,2,1,0
72,0,37,20,8794,1,1,9,2,1,0
63,21,23,20,8794,4,2,6,5,1,0
6,67,23,17,34738,3,4,5,3,1,0
7,33,27,21,17804,3,4,5,3,1,0
104,25,23,0,4990,1,2,8,0,1,0
21,4,37,1,73430,1,0,0,0,1,0
32,16,27,15,4076,1,5,1,0,1,0
3,0,39,1,73430,1,0,0,0,1,1
87,25,38,21,17804,1,2,7,2,1,0
88,54,33,20,8794,2,0,4,2,0,0
71,8,30,17,34738,1,0,0,0,1,0
7,67,39,17,34738,3,4,5,3,1,0
104,25,48,20,8794,1,2,7,2,1,0
71,12,25,4,5410,3,4,5,3,1,0
60,8,23,15,4076,1,0,0,0,1,0
38,50,43,20,8794,3,4,5,3,1,0
70,4,27,15,4076,1,0,0,0,1,0
12,4,40,17,34738,1,0,0,0,1,0
8,63,32,20,8794,3,4,5,3,1,0
7,4,40,21,17804,5,3,10,4,1,0
100,46,27,17,34738,2,0,4,2,0,0
42,54,46,17,34738,3,4,5,3,1,0
45,8,25,19,6112,5,3,10,4,1,0
54,16,36,5,7788,1,0,0,0,1,0
40,4,33,11,27003,1,2,7,2,1,0
14,71,43,11,27003,1,2,7,2,1,0
24,4,33,0,4990,1,0,0,0,1,0
15,37,36,17,34738,1,2,8,0,1,0
90,21,52,15,4076,3,4,5,3,1,0
39,8,23,20,8794,3,4,5,3,1,1
103,8,33,11,27003,1,2,7,2,1,1
90,12,55,11,27003,5,3,10,4,1,0
6,16,43,5,7788,2,0,4,2,0,0
0,0,38,17,34738,1,0,0,0,1,0
22,42,45,20,8794,3,4,5,3,1,0
82,8,30,20,8794,2,0,4,2,0,0
19,25,32,13,3264,3,4,5,3,1,0
75,4,56,13,3264,1,0,0,0,1,0
43,0,33,21,17804,1,0,0,0,1,0
22,42,30,11,27003,2,0,4,2,0,0
3,42,48,18,13051,1,0,0,0,1,0
75,0,30,11,27003,1,3,3,2,1,0
26,54,36,20,8794,3,4,5,3,1,0
7,0,49,17,34738,1,0,0,0,1,0
97,50,27,16,21622,3,4,5,3,1,0
96,25,65,20,8794,1,2,7,2,1,0
95,63,40,3,34791,4,2,6,5,1,0
14,16,28,11,27003,1,0,0,0,1,0
89,33,61,11,27003,1,0,0,0,1,0
97,50,54,2,6108,1,2,7,2,1,0
20,42,41,11,27003,2,0,4,2,0,0
7,0,40,21,17804,1,0,0,0,1,0
98,8,28,3,34791,1,0,0,0,1,0
26,16,39,21,17804,1,2,8,0,1,0
28,21,28,15,4076,3,4,5,3,1,0
25,4,41,18,13051,1,2,7,2,1,0
64,25,42,11,27003,1,0,0,0,1,0
99,42,34,4,5410,3,4,5,3,1,0
50,8,43,17,34738,1,2,7,2,1,0
14,4,41,0,4990,1,0,0,0,1,0
22,33,34,20,8794,1,1,9,2,1,0
20,21,23,20,8794,1,2,7,2,1,0
24,46,63,6,290,5,3,10,4,1,0
28,50,44,15,4076,3,4,5,3,1,0
3,4,38,20,8794,1,0,0,0,1,0
12,16,43,19,6112,1,0,0,0,1,0
24,50,41,20,8794,1,2,7,2,1,0
20,33,27,21,17804,3,4,5,3,1,0
80,4,24,11,27003,1,0,0,0,1,0
56,46,41,20,8794,3,4,5,3,1,0
7,29,35,6,290,4,2,6,5,1,0
16,46,56,4,5410,4,3,2,5,1,0
95,42,37,5,7788,1,2,7,2,1,0
45,12,30,2,6108,1,0,0,0,1,0
55,0,50,5,7788,3,4,5,3,1,0
84,67,60,5,7788,1,2,7,2,1,0
91,29,60,1,73430,1,2,7,2,1,0
56,12,42,4,5410,1,1,9,2,1,0
3,63,24,19,6112,3,4,5,3,1,0
62,4,48,20,8794,1,0,0,0,1,0
34,46,33,15,4076,3,4,5,3,1,0
13,8,26,4,5410,1,2,7,2,1,0
39,16,34,1,73430,1,3,3,2,1,0
37,0,34,17,34738,1,2,7,2,1,0
90,54,29,20,8794,3,4,5,3,1,0
32,42,43,11,27003,3,4,5,3,1,0
22,84,58,11,27003,1,1,9,2,1,0
66,46,31,11,27003,1,2,7,2,1,0
35,25,39,18,13051,1,0,0,0,1,0
39,4,40,15,4076,1,0,0,0,1,0
31,0,45,17,34738,1,0,0,0,1,1
40,0,45,15,4076,1,0,0,0,1,0
1,4,39,0,4990,1,0,0,0,1,0
1,12,33,15,4076,1,0,0,0,1,0
42,79,35,20,8794,4,2,6,5,1,1
93,21,38,5,7788,1,2,7,2,1,0
29,16,30,20,8794,1,2,8,0,1,0
52,21,36,20,8794,1,2,7,2,1,0
96,29,46,20,8794,1,2,7,2,1,0
64,16,26,16,21622,1,0,0,0,1,0
50,37,30,17,34738,2,0,4,2,0,0
41,0,30,15,4076,1,0,0,0,1,1
14,4,43,11,27003,1,0,0,0,1,0
79,54,33,3,34791,3,4,5,3,1,0
7,29,40,20,8794,1,2,8,0,1,0
89,75,62,20,8794,2,0,4,2,0,0
69,21,52,21,17804,1,0,0,0,1,0
2,0,43,15,4076,1,0,0,0,1,0
20,12,46,4,5410,1,0,0,0,1,0
84,29,30,17,34738,3,4,5,3,1,0
8,25,30,17,34738,5,3,10,4,1,0
42,0,30,0,4990,1,0,0,0,1,0
49,4,31,17,34738,1,0,0,0,1,1
92,50,41,17,34738,1,2,7,2,1,0
97,25,41,20,8794,1,2,7,2,1,0
21,16,46,1,73430,1,0,0,0,1,0
102,4,50,21,17804,1,1,9,2,1,0
101,29,57,1,73430,2,0,4,2,0,0
25,4,46,15,4076,1,0,0,0,1,0
25,0,41,19,6112,1,0,0,0,1,0
5,0,28,1,73430,1,0,0,0,1,0
5,16,36,5,7788,2,0,4,2,0,0
67,29,27,20,8794,3,4,5,3,1,0
6,0,26,11,27003,1,0,0,0,1,0
19,4,34,17,34738,1,0,0,0,1,1
29,21,46,9,35036,1,0,0,0,1,0
18,4,46,0,4990,1,0,0,0,1,0
92,16,36,17,34738,2,0,4,2,0,0
7,16,26,15,4076,1,2,7,2,1,0
48,0,51,1,73430,3,4,5,3,1,0
21,0,43,1,73430,1,2,7,2,1,0
76,0,27,2,6108,1,0,0,0,1,0
67,12,40,11,27003,3,4,5,3,1,0
11,4,40,4,5410,1,0,0,0,1,0
10,12,27,21,17804,1,0,0,0,1,0
39,21,45,1,73430,1,0,0,0,1,1
1,42,35,11,27003,1,2,8,0,1,0
69,12,37,15,4076,1,0,0,0,1,0
36,16,40,4,5410,1,2,7,2,1,1
87,12,28,3,34791,1,2,7,2,1,1
101,42,30,4,5410,1,2,7,2,1,0
37,25,38,15,4076,4,2,6,5,1,0
40,46,35,19,6112,3,4,5,3,1,0
0,12,26,15,4076,1,0,0,0,1,0
88,71,36,11,27003,3,4,5,3,1,0
45,0,57,11,27003,1,0,0,0,1,0
70,79,36,11,27003,3,4,5,3,1,0
104,37,46,15,4076,1,5,1,0,1,0
38,4,35,15,4076,3,4,5,3,1,0
18,21,35,11,27003,1,0,0,0,1,0
89,46,47,3,34791,3,4,5,3,1,0
43,50,34,1,73430,3,4,5,3,1,0
54,42,26,11,27003,5,3,10,4,1,0
35,8,42,10,27742,1,0,0,0,1,0
92,58,43,20,8794,1,2,7,2,1,0
94,33,50,11,27003,3,4,5,3,1,0
1,4,42,5,7788,1,2,7,2,1,0
91,4,31,3,34791,1,2,7,2,1,1
98,25,44,2,6108,1,2,7,2,1,0
30,8,33,11,27003,1,0,0,0,1,0
87,63,26,20,8794,3,4,5,3,1,0
29,4,55,17,34738,1,0,0,0,1,0
3,4,50,0,4990,1,0,0,0,1,0
94,50,39,20,8794,3,4,5,3,1,1
60,16,41,11,27003,1,0,0,0,1,0
90,25,50,4,5410,1,1,9,2,1,0
84,21,39,5,7788,1,2,8,0,1,1
73,0,59,21,17804,1,0,0,0,1,1
94,54,26,1,73430,3,4,5,3,1,0
8,46,56,4,5410,3,4,5,3,1,0
21,46,41,2,6108,1,2,8,0,1,0
11,0,36,1,73430,1,0,0,0,1,0
21,84,50,20,8794,1,2,7,2,1,0
47,12,23,10,27742,1,0,0,0,1,0
65,29,24,20,8794,4,2,6,5,1,1
9,4,23,17,34738,1,0,0,0,1,0
84,71,53,17,34738,1,2,8,0,1,0
63,0,54,4,5410,1,0,0,0,1,0
100,75,31,20,8794,3,4,5,3,1,0
92,16,36,5,7788,5,3,10,4,1,0
2,12,51,17,34738,1,0,0,0,1,0
90,16,33,11,27003,3,4,5,3,1,1
100,33,32,5,7788,1,2,7,2,1,0
88,25,35,20,8794,1,2,7,2,1,0
32,25,37,18,13051,1,2,7,2,1,0
94,12,32,17,34738,1,2,8,0,1,0
98,63,33,5,7788,1,2,7,2,1,0
68,50,30,4,5410,3,4,5,3,1,0
0,0,43,15,4076,1,0,0,0,1,0
30,46,37,11,27003,1,1,9,2,1,0
93,71,24,3,34791,3,4,5,3,1,0
11,0,43,15,4076,1,0,0,0,1,0
45,50,36,20,8794,3,4,5,3,1,0
40,37,23,15,4076,4,3,2,5,1,0
22,8,52,5,7788,1,0,0,0,1,0
90,4,48,11,27003,4,2,6,5,1,0
14,21,37,20,8794,3,4,5,3,1,0
33,16,23,15,4076,1,0,0,0,1,0
3,8,43,20,8794,3,4,5,3,1,0
2,0,54,15,4076,1,0,0,0,1,0
97,42,41,5,7788,2,0,4,2,0,0
10,4,37,2,6108,5,3,10,4,1,0
93,54,23,20,8794,1,2,7,2,1,0
63,8,42,17,34738,2,0,4,2,0,0
43,8,36,1,73430,1,0,0,0,1,0
29,46,28,5,7788,1,2,7,2,1,0
99,33,63,20,8794,3,4,5,3,1,0
93,4,36,20,8794,3,4,5,3,1,0
97,8,45,20,8794,3,4,5,3,1,0
72,4,30,19,6112,1,0,0,0,1,0
70,4,38,15,4076,1,0,0,0,1,0
18,37,24,11,27003,3,4,5,3,1,0
50,21,26,11,27003,1,2,7,2,1,0
8,0,59,17,34738,1,0,0,0,1,0
77,8,24,15,4076,1,0,0,0,1,0
15,0,24,0,4990,1,0,0,0,1,0
96,16,54,20,8794,3,4,5,3,1,0
50,21,25,17,34738,1,2,7,2,1,0
75,63,27,11,27003,1,2,7,2,1,0
10,58,23,20,8794,1,2,7,2,1,0
100,29,23,3,34791,1,2,8,0,1,0
49,71,48,1,73430,2,0,4,2,0,0
26,29,48,13,3264,1,2,7,2,1,0
84,42,30,11,27003,1,2,7,2,1,0
33,37,40,2,6108,1,1,9,2,1,0
78,8,32,4,5410,1,2,7,2,1,0
94,58,24,17,34738,1,2,7,2,1,0
6,21,36,17,34738,1,0,0,0,1,0
86,37,23,20,8794,3,4,5,3,1,0
31,75,52,15,4076,1,1,9,2,1,0
35,25,41,12,20905,1,0,0,0,1,0
49,46,24,20,8794,1,1,9,2,1,0
76,63,26,0,4990,1,0,0,0,1,0
88,33,58,20,8794,1,2,7,2,1,0
95,29,31,20,8794,3,4,5,3,1,0
43,54,37,1,73430,1,2,7,2,1,0
2,4,51,1,73430,1,0,0,0,1,0
13,4,25,15,4076,3,4,5,3,1,0
84,8,37,20,8794,2,0,4,2,0,0
69,54,43,20,8794,3,4,5,3,1,0
27,0,29,20,8794,3,4,5,3,1,0
88,21,42,19,6112,3,4,5,3,1,0
7,75,30,20,8794,1,0,0,0,1,0
56,4,23,15,4076,1,0,0,0,1,0
94,4,51,20,8794,2,0,4,2,0,0
5,0,26,15,4076,1,0,0,0,1,0
89,33,54,17,34738,2,0,4,2,0,0
89,33,24,20,8794,1,2,7,2,1,0
57,4,46,21,17804,1,0,0,0,1,0
104,29,53,17,34738,1,2,8,0,1,0
53,42,34,20,8794,1,2,7,2,1,0
99,25,24,4,5410,2,0,4,2,0,0
8,33,36,17,34738,1,0,0,0,1,0
29,12,30,20,8794,1,5,1,0,1,0
74,16,40,21,17804,1,0,0,0,1,0
28,117,42,5,7788,1,2,7,2,1,0
91,12,44,15,4076,1,2,8,0,1,1
80,21,36,19,6112,1,0,0,0,1,0
8,63,37,17,34738,3,4,5,3,1,0
5,67,26,20,8794,1,2,7,2,1,0
67,33,40,11,27003,3,4,5,3,1,0
41,4,44,17,34738,1,0,0,0,1,0
18,46,35,5,7788,1,1,9,2,1,0
15,12,53,18,13051,3,4,5,3,1,0
5,12,30,20,8794,1,2,7,2,1,0
87,75,26,11,27003,1,2,7,2,1,0
20,33,26,20,8794,1,2,7,2,1,0
92,33,24,11,27003,1,2,7,2,1,0
3,0,40,11,27003,5,3,10,4,1,0
5,63,34,3,34791,1,2,7,2,1,0
62,4,38,0,4990,1,0,0,0,1,0
4,42,50,4,5410,1,2,7,2,1,0
84,8,38,0,4990,1,0,0,0,1,1
89,4,48,20,8794,4,2,6,5,1,0
48,54,31,14,16733,3,4,5,3,1,0
62,50,33,20,8794,1,2,7,2,1,0
90,16,44,1,73430,1,0,0,0,1,0
58,25,23,18,13051,1,2,7,2,1,0
94,8,43,5,7788,1,1,9,2,1,0
49,0,42,17,34738,1,2,7,2,1,0
11,12,40,1,73430,1,0,0,0,1,0
72,33,36,4,5410,1,5,1,0,1,0
12,21,32,21,17804,1,2,7,2,1,0
79,4,23,17,34738,1,1,9,2,1,0
64,42,26,20,8794,3,4,5,3,1,0
85,29,33,20,8794,3,4,5,3,1,1
41,54,49,4,5410,1,0,0,0,1,1
52,29,40,11,27003,3,4,5,3,1,0
83,42,45,4,5410,1,1,9,2,1,0
94,37,66,20,8794,3,4,5,3,1,0
2,63,47,15,4076,1,2,8,0,1,0
60,50,39,17,34738,1,1,9,2,1,0
54,12,51,13,3264,1,0,0,0,1,0
5,0,30,17,34738,1,0,0,0,1,0
2,8,42,15,4076,4,2,6,5,1,0
86,33,42,4,5410,3,4,5,3,1,0
15,12,23,8,65567,1,0,0,0,1,0
16,12,24,11,27003,1,0,0,0,1,0
101,75,30,6,290,3,4,5,3,1,0
67,12,27,7,16206,1,0,0,0,1,0
91,4,35,17,34738,1,0,0,0,1,0
53,4,40,15,4076,1,0,0,0,1,0
12,8,57,1,73430,1,0,0,0,1,0
91,50,32,11,27003,3,4,5,3,1,0
16,16,33,17,34738,1,0,0,0,1,0
25,67,33,20,8794,1,0,0,0,1,0
7,29,27,17,34738,1,1,9,2,1,0
95,29,29,20,8794,1,2,7,2,1,0
104,21,53,1,73430,1,2,7,2,1,0
6,0,36,15,4076,1,2,7,2,1,0
91,54,40,3,34791,1,2,7,2,1,0
100,84,50,17,34738,1,2,7,2,1,0
16,58,24,19,6112,3,4,5,3,1,0
68,54,42,18,13051,3,4,5,3,1,0
88,50,23,20,8794,1,3,3,2,1,0
84,50,53,12,20905,1,2,8,0,1,0
20,54,35,20,8794,1,1,9,2,1,0
67,16,48,11,27003,1,2,7,2,1,0
45,8,36,1,73430,1,0,0,0,1,1
7,54,30,11,27003,1,2,7,2,1,0
6,58,30,17,34738,5,3,10,4,1,0
3,37,32,21,17804,1,0,0,0,1,0
0,54,30,15,4076,1,2,7,2,1,0
7,25,26,17,34738,1,0,0,0,1,0
16,4,42,17,34738,1,0,0,0,1,0
66,63,41,21,17804,3,4,5,3,1,0
101,37,40,20,8794,5,3,10,4,1,0
12,54,40,11,27003,1,5,1,0,1,0
100,63,46,11,27003,3,4,5,3,1,1
95,12,56,11,27003,1,2,7,2,1,0
84,4,43,15,4076,1,2,7,2,1,0
6,0,30,15,4076,1,0,0,0,1,0
7,29,28,17,34738,3,4,5,3,1,0
99,29,24,20,8794,3,4,5,3,1,0
19,33,23,1,73430,3,4,5,3,1,0
84,0,56,17,34738,1,0,0,0,1,0
24,4,59,6,290,1,0,0,0,1,0
97,54,24,20,8794,3,4,5,3,1,0
93,71,37,21,17804,1,2,8,0,1,0
7,0,53,19,6112,1,2,7,2,1,0
5,12,24,4,5410,2,0,4,2,0,0
87,16,60,5,7788,1,2,8,0,1,0
8,67,36,0,4990,1,0,0,0,1,0
11,33,27,4,5410,3,4,5,3,1,0
64,50,33,4,5410,1,2,7,2,1,0
24,8,40,20,8794,3,4,5,3,1,0
90,54,53,5,7788,1,2,7,2,1,1
43,29,36,17,34738,5,3,10,4,1,0
103,25,41,19,6112,3,4,5,3,1,0
31,12,36,4,5410,1,0,0,0,1,0
29,50,43,5,7788,1,2,7,2,1,0
89,54,44,20,8794,1,2,7,2,1,0
54,12,33,20,8794,3,4,5,3,1,0
30,12,23,1,73430,2,0,4,2,0,0
9,79,38,11,27003,1,2,7,2,1,0
75,37,23,20,8794,1,2,7,2,1,0
15,33,46,1,73430,3,4,5,3,1,0
2,0,51,17,34738,1,0,0,0,1,0
17,8,36,17,34738,1,0,0,0,1,0
11,0,39,15,4076,1,0,0,0,1,0
2,33,32,20,8794,3,4,5,3,1,0
0,46,26,19,6112,3,4,5,3,1,0
88,42,36,19,6112,1,2,8,0,1,0
88,21,56,11,27003,1,2,7,2,1,0
7,29,34,17,34738,3,4,5,3,1,0
8,21,26,11,27003,1,2,7,2,1,0
12,12,36,17,34738,5,3,10,4,1,0
47,50,34,11,27003,3,4,5,3,1,0
87,25,51,20,8794,1,2,7,2,1,0
12,0,35,15,4076,1,0,0,0,1,0
19,0,36,14,16733,1,0,0,0,1,0
12,0,32,17,34738,1,0,0,0,1,0
100,58,54,4,5410,1,1,9,2,1,0
94,12,28,20,8794,1,2,7,2,1,1
28,21,34,15,4076,1,0,0,0,1,0
90,67,23,20,8794,1,2,7,2,1,0
7,54,32,17,34738,1,2,8,0,1,0
104,58,41,5,7788,1,2,7,2,1,0
7,12,36,11,27003,2,0,4,2,0,0
85,29,52,20,8794,3,4,5,3,1,1
23,12,44,0,4990,1,2,7,2,1,0
77,12,34,17,34738,1,2,7,2,1,0
92,42,58,16,21622,1,2,7,2,1,0
85,42,46,17,34738,4,2,6,5,1,0
64,58,47,20,8794,1,2,7,2,1,0
84,12,41,20,8794,1,2,7,2,1,0
62,16,30,20,8794,3,4,5,3,1,0
97,46,43,11,27003,1,2,8,0,1,0
56,46,52,5,7788,3,4,5,3,1,0
63,4,40,20,8794,5,3,10,4,1,0
14,4,38,21,17804,1,0,0,0,1,0
80,8,47,4,5410,1,2,7,2,1,0
0,37,23,20,8794,1,2,7,2,1,0
9,8,43,11,27003,1,0,0,0,1,0
34,37,28,20,8794,2,0,4,2,0,0
7,37,28,21,17804,1,2,7,2,1,0
15,12,36,20,8794,5,3,10,4,1,0
26,37,23,3,34791,1,1,9,2,1,0
58,46,24,1,73430,1,2,7,2,1,0
25,12,40,17,34738,1,0,0,0,1,0
65,12,23,2,6108,1,2,7,2,1,0
58,4,24,15,4076,1,0,0,0,1,0
7,8,43,1,73430,3,4,5,3,1,0
22,33,28,5,7788,3,4,5,3,1,0
95,25,55,20,8794,3,4,5,3,1,0
23,71,32,17,34738,4,3,2,5,1,0
0,4,55,19,6112,1,0,0,0,1,0
70,21,43,20,8794,1,2,7,2,1,1
72,16,49,17,34738,1,2,7,2,1,0
24,33,40,19,6112,3,4,5,3,1,0
0,0,56,20,8794,1,2,7,2,1,0
62,21,40,13,3264,1,0,0,0,1,0
67,4,32,11,27003,1,0,0,0,1,0
88,25,26,20,8794,1,2,7,2,1,0
104,8,44,4,5410,1,3,3,2,1,0
3,4,43,1,73430,1,0,0,0,1,0
94,54,40,20,8794,1,2,7,2,1,0
24,134,30,10,27742,3,4,5,3,1,0
96,58,26,5,7788,1,2,7,2,1,0
66,12,43,4,5410,1,0,0,0,1,0
76,37,36,11,27003,1,2,7,2,1,0
95,25,36,13,3264,2,0,4,2,0,1
92,33,35,20,8794,1,2,7,2,1,0
52,29,27,21,17804,1,1,9,2,1,0
16,21,27,0,4990,1,0,0,0,1,0
70,29,49,4,5410,1,0,0,0,1,0
86,4,24,20,8794,3,4,5,3,1,0
2,16,31,15,4076,1,0,0,0,1,0
90,46,53,20,8794,1,2,7,2,1,0
64,4,26,0,4990,1,0,0,0,1,0
2,54,35,15,4076,4,2,6,5,1,0
85,4,38,11,27003,1,5,1,0,1,1
3,0,56,1,73430,1,0,0,0,1,0
100,8,38,11,27003,1,2,7,2,1,0
83,4,45,21,17804,1,0,0,0,1,0
97,21,33,3,34791,3,4,5,3,1,0
94,12,48,5,7788,1,3,3,2,1,0
25,25,25,17,34738,1,3,3,2,1,0
60,75,32,20,8794,3,4,5,3,1,0
6,29,54,5,7788,1,3,3,2,1,0
101,67,36,3,34791,5,3,10,4,1,0
62,25,37,11,27003,1,1,9,2,1,0
80,63,32,4,5410,4,2,6,5,1,1
55,29,33,15,4076,1,0,0,0,1,0
85,75,48,20,8794,1,2,7,2,1,0
97,25,34,20,8794,1,2,7,2,1,0
2,16,46,15,4076,1,0,0,0,1,0
93,29,30,13,3264,1,1,9,2,1,0
8,50,24,21,17804,2,0,4,2,0,0
52,4,25,17,34738,1,0,0,0,1,0
86,63,59,20,8794,3,4,5,3,1,0
87,4,35,20,8794,5,3,10,4,1,0
55,16,43,17,34738,1,0,0,0,1,0
7,58,24,20,8794,2,0,4,2,0,0
95,21,41,11,27003,1,2,7,2,1,0
88,29,53,4,5410,3,4,5,3,1,0
85,4,34,17,34738,1,2,7,2,1,0
7,71,29,17,34738,1,2,7,2,1,0
18,63,32,20,8794,1,2,7,2,1,0
5,29,42,15,4076,3,4,5,3,1,0
97,29,52,2,6108,1,2,7,2,1,0
8,21,23,4,5410,1,2,7,2,1,0
52,58,30,10,27742,1,2,7,2,1,0
93,29,33,19,6112,1,0,0,0,1,0
83,8,23,17,34738,1,0,0,0,1,0
7,29,25,4,5410,3,4,5,3,1,0
32,12,32,17,34738,1,0,0,0,1,0
21,8,46,11,27003,1,0,0,0,1,0
2,4,53,1,73430,1,0,0,0,1,0
95,54,66,20,8794,1,2,7,2,1,1
87,12,30,20,8794,1,2,8,0,1,0
17,4,33,17,34738,1,0,0,0,1,0
104,42,28,5,7788,1,2,7,2,1,0
94,12,51,21,17804,1,2,7,2,1,0
7,50,29,1,73430,1,0,0,0,1,0
11,16,46,15,4076,1,0,0,0,1,0
26,92,36,17,34738,3,4,5,3,1,0
45,12,42,18,13051,1,0,0,0,1,0
86,25,47,20,8794,3,4,5,3,1,0
85,29,52,20,8794,1,2,7,2,1,0
21,37,46,4,5410,1,2,7,2,1,0
45,67,39,21,17804,1,2,7,2,1,0
27,12,39,6,290,1,0,0,0,1,0
40,21,26,15,4076,1,2,7,2,1,0
56,21,30,20,8794,1,1,9,2,1,0
7,12,33,4,5410,1,1,9,2,1,1
12,75,41,5,7788,3,4,5,3,1,0
3,12,30,15,4076,1,0,0,0,1,0
0,21,27,11,27003,1,5,1,0,1,0
44,0,32,17,34738,3,4,5,3,1,0
48,58,30,20,8794,5,3,10,4,1,0
100,37,25,20,8794,1,1,9,2,1,0
43,12,38,15,4076,1,2,7,2,1,0
84,42,50,11,27003,3,4,5,3,1,0
86,21,23,5,7788,3,4,5,3,1,1
64,12,32,19,6112,1,0,0,0,1,0
5,16,25,20,8794,3,4,5,3,1,0
13,29,30,15,4076,1,1,9,2,1,0
18,0,46,21,17804,1,0,0,0,1,1
0,50,52,17,34738,1,2,7,2,1,0
97,50,27,17,34738,1,1,9,2,1,0
43,42,46,1,73430,2,0,4,2,0,0
38,16,24,1,73430,3,4,5,3,1,0
16,37,33,11,27003,3,4,5,3,1,0
5,4,33,20,8794,1,1,9,2,1,0
25,12,44,17,34738,1,0,0,0,1,0
37,67,29,17,34738,3,4,5,3,1,0
91,25,49,11,27003,1,0,0,0,1,0
11,37,26,2,6108,1,5,1,0,1,0
24,58,32,20,8794,3,4,5,3,1,0
7,0,46,11,27003,1,2,7,2,1,0
102,54,43,3,34791,1,2,7,2,1,0
87,21,34,20,8794,3,4,5,3,1,0
85,33,26,5,7788,3,4,5,3,1,0
0,21,35,17,34738,1,0,0,0,1,0
22,29,33,1,73430,1,0,0,0,1,0
7,58,33,11,27003,3,4,5,3,1,0
63,58,27,20,8794,3,4,5,3,1,0
88,42,36,20,8794,1,1,9,2,1,0
10,37,46,11,27003,3,4,5,3,1,0
86,25,40,10,27742,1,0,0,0,1,0
8,25,28,21,17804,3,4,5,3,1,0
64,4,36,11,27003,1,0,0,0,1,0
27,12,58,15,4076,1,0,0,0,1,0
46,37,33,17,34738,2,0,4,2,0,0
21,8,45,0,4990,1,0,0,0,1,0
84,42,35,11,27003,3,4,5,3,1,1
93,33,25,1,73430,1,2,7,2,1,0
26,37,41,7,16206,1,0,0,0,1,0
93,25,26,1,73430,1,2,7,2,1,0
22,50,42,20,8794,1,2,7,2,1,0
95,50,32,15,4076,3,4,5,3,1,0
76,4,36,0,4990,1,0,0,0,1,0
